184.30,19.75,21.65
184.82,19.69,21.65
185.33,19.75,21.65
185.84,19.75,21.65
186.35,19.75,21.75
186.86,19.75,21.75
187.38,19.81,21.65
187.89,19.81,21.75
188.40,19.81,21.75
188.91,19.81,21.75
189.42,19.81,21.95
189.94,19.81,21.75
190.45,19.81,21.75
190.96,19.81,21.75
191.47,19.81,21.75
191.98,19.81,21.75
192.49,19.87,21.75
193.01,19.81,21.75
193.52,19.87,21.75
194.03,19.87,21.75
194.54,19.87,21.95
195.05,19.87,21.95
195.57,19.87,21.75
196.08,19.87,21.95
196.59,19.87,22.05
197.10,19.87,22.05
197.61,19.94,22.25
198.13,19.94,22.15
198.64,19.94,22.25
199.15,19.94,22.45
199.66,19.94,22.55
200.17,19.94,22.25
200.68,19.94,22.25
201.20,19.94,22.25
201.71,20.00,22.25
202.22,20.00,22.25
202.73,20.00,22.55
203.24,20.00,22.45
203.76,20.00,22.05
204.27,20.06,22.25
204.78,20.00,22.35
205.29,20.06,22.15
205.80,20.06,22.25
206.32,20.06,22.15
206.83,20.06,22.05
207.34,20.06,22.25
207.85,20.06,22.15
208.36,20.06,22.15
208.88,20.06,22.15
209.39,20.06,22.15
209.90,20.06,21.95
210.41,20.06,22.15
210.92,20.06,22.05
211.43,20.12,21.75
211.95,20.06,22.05
212.46,20.12,21.75
212.97,20.12,21.95
213.48,20.12,22.15
213.99,20.12,22.15
214.51,20.12,21.95
215.02,20.12,21.95
